listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
33716426,229.0,Manhattan, Financial District,Sonder (NYC),2019-06-13,Sonder | Stock Exchange | Central 1BR + Kitchen,entire home/apt
33716700,130.0,Manhattan, Upper East Side,Alexandra,2019-06-26,Cozy studio in great location on Upper East Side,entire home/apt
33717001,100.0,Brooklyn, Bedford-Stuyvesant,Sam,2019-07-07,Halsey Street  Commode,entire home/apt
33717575,150.0,Manhattan, Hell's Kitchen,Cedar,2019-06-23,Large studio for 2,entire home/apt
33717623,355.0,Manhattan, Tribeca,Josh,2019-06-15,Luxe Modern Tribeca Studio,entire home/apt
33717639,150.0,Manhattan, Upper East Side,Sonder (NYC),2019-06-12,Sonder | Upper East Side | Airy 1BR + Gym,entire home/apt
33717828,89.0,Manhattan, Upper West Side,Carol,2019-06-20,UPPER WEST SIDE ZEN CASITA CLOSE TO COLUMBIA UNI!,private room
33718254,45.0,Bronx, Soundview,Imperial,2019-06-21,Imperial,private room
33718909,395.0,Manhattan, Upper East Side,Mikey,2019-07-02,Park Avenue # Central Park # Luxury # 2 Bedroom,entire home/apt
33719279,70.0,Manhattan, Upper East Side,Adi & Naor,2019-06-09,UPPER EAST SIDE BEST ROOM,private room
33719615,134.0,Brooklyn, Bedford-Stuyvesant,Vanessa,2019-06-29,Modern Brooklyn Getaway,entire home/apt
33719823,200.0,Manhattan, Chelsea,Kimberley,2019-07-07,"Large, Bright, Luxury Chelsea Studio/ Best Area!!!",entire home/apt
33720130,215.0,Brooklyn, Bedford-Stuyvesant,Andrey,2019-07-06,Charming 3BR w/Private Backyard. 15min to Manh,entire home/apt
33720225,85.0,Manhattan, Harlem,Megumi & Nathan,2019-04-28,"Manhattan Lux King Sized Room, Lots of Light",private room
33726859,65.0,Brooklyn, Bedford-Stuyvesant,Jason,2019-06-15,Private bedroom in new and spacious apartment,private room
33734068,125.0,Brooklyn, Bedford-Stuyvesant,Rachel,2019-06-26,���Warm + Welcoming BEDSTUY - Private2BR on J/M/Z���,entire home/apt
33734301,70.0,Manhattan, Washington Heights,Violetta,2019-07-07,Light-filled master Bedroom by the Cloisters,private room
33734483,250.0,Manhattan, West Village,Gaia&Pietro,2019-07-02,WEST VILLAGE Bohemian flat in neo-Tudor town house,entire home/apt
33735398,159.0,Brooklyn, Bushwick,Lisa,2019-07-07,"Modern, Airy & Sunny Apt in Brownstone Brooklyn!",entire home/apt
33736401,155.0,Manhattan, West Village,Larissa,2019-07-07,Prime West Village: Art & Foodie  Heaven,entire home/apt
33738412,300.0,Manhattan, Hell's Kitchen,Laura + John,2019-06-19,Instagram Dream Townhouse in Times Sq.,entire home/apt
33740728,75.0,Brooklyn, Williamsburg,Imma,2019-07-07,Quiet and comfy Room in the heart of Williamsbourg,private room
33740789,51.0,Manhattan, Harlem,Keith,2019-05-15,Spacious bedroom with washer and dryer unit.,private room
33741107,80.0,Queens, Fresh Meadows,Victoria,2019-05-25,Fresh,private room
33741545,700.0,Queens, Astoria,Nate,2019-05-06,Astoria Apt,private room
33742429,90.0,Brooklyn, Williamsburg,Maraliz,2019-06-10,Chill East Williamsburg Apartment,private room
33742984,64.0,Brooklyn, Clinton Hill,Leslie,2019-05-26,Brooklyn Loft Living in Bedstuy / Clinton Hill,private room
33743424,549.0,Manhattan, Midtown,Shosh,2019-06-26,���COLUMBUS CIRCLE���FULL FLOOR LOFT~5 Beds@BROADWAY,entire home/apt
33743807,100.0,Brooklyn, Bushwick,Brandon,2019-06-24,Cozy Bushwick Studio - Great Location,entire home/apt
33745270,550.0,Brooklyn, Brooklyn Heights,Miguel,2019-07-01,2 Bedroom APT in Beautiful Brooklyn Heights,entire home/apt
33745352,65.0,Queens, Flushing,Jiali,2019-06-21,�?����������??�����,private room
33745548,99.0,Manhattan, Chelsea,Erin,2019-07-05,Midtown West Hotel - Hudson Twin Single,private room
33745550,199.0,Manhattan, Chelsea,Erin,2019-05-19,Midtown West Hotel - Empire Triple Room,private room
33745608,154.0,Manhattan, West Village,Adrienne,2019-05-20,Greenwich/West Village Sunny real one bedroom apt!,entire home/apt
33746075,50.0,Queens, Briarwood,Syeda,2019-06-09,A Pleasant Room,private room
33746153,70.0,Bronx, Fordham,Jonathan,2019-05-27,The Stop at Fordham Manor,private room
33746705,60.0,Manhattan, Washington Heights,Vicente,2019-06-29,My home is open to everyone!,private room
33747879,26.0,Queens, Flushing,Jean,2019-07-08,Small room for female guests only,shared room
33748535,65.0,Brooklyn, East New York,Joyce,2019-05-13,Contemporary Brooklyn Lifestyle Apt /JFK Airport 3,private room
33749115,250.0,Manhattan, Midtown,Timothy And Natalia,2019-06-14,Sensational Midtown East Dream Near E/M Trains,entire home/apt
33749547,70.0,Brooklyn, Williamsburg,David,2019-06-24,Private room in Mckibbin Lofts. Rooftop access,private room
33749699,65.0,Brooklyn, Bushwick,Kethy,2019-05-14,Nice basement studio apt on East Williamsburg,entire home/apt
33749769,25.0,Queens, Corona,Jess & Ana,2019-07-03,HABITACI?�N COMPARTIDA PARA MUJERES AVENTURERAS!,shared room
33750981,115.0,Queens, Astoria,Ikrame,2019-04-28,Spacious 2 Bedroom apartment in Astoria,entire home/apt
33751577,325.0,Manhattan, Financial District,James,2019-06-09,Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry,entire home/apt
33751903,75.0,Brooklyn, Williamsburg,Huston,2019-07-01,Guest Bedroom in light-filled Williamsburg Loft,private room
33752082,50.0,Queens, Maspeth,David,2019-06-30,"Hotel-like Private Room, KING Bed 25 min NYC",private room
33753198,65.0,Brooklyn, Crown Heights,Evan,2019-04-17,"Chefs apt w/ art, plants, books & strong coffee",private room
33760723,70.0,Staten Island, Arden Heights,Viktor,2019-07-03,Spacious Studio with easy access to NYC,entire home/apt
33763207,39.0,Brooklyn, Borough Park,Basia,2019-07-04,Lady's Powder Room,private room
33766115,170.0,Manhattan, West Village,Maja,2019-06-16,Cozy West Village apt,entire home/apt
33766179,80.0,Brooklyn, Flatlands,Marguerite,2019-06-02,"Large living room, near transit, gym, super clean",entire home/apt
33767467,71.0,Brooklyn, Williamsburg,Laksmi,2019-07-02,Beautiful & Tranquil Private Room in Williamsburg,private room
33769887,100.0,Queens, Ozone Park,Alex,2019-07-07,Private! Studio New Modern Close To JFK LGA NYC :),entire home/apt
33769930,70.0,Manhattan, Inwood,Sophia,2019-06-04,quiet inwood space,private room
33771697,274.0,Manhattan, Upper West Side,Hubert & Val,2019-07-02,Cozy Central Park Pad Close To Everything!,entire home/apt
33772674,140.0,Brooklyn, Boerum Hill,Dd,2019-05-15,Boerum Hill modern duplex with private backyard!,entire home/apt
33772781,130.0,Manhattan, East Village,Raashi,2019-07-05,Clean & Cozy apartment in East Village,entire home/apt
33773521,49.0,Queens, Queens Village,Sharon,2019-04-20,Shar's Hideaway  comfortable 1 bedroom suite,private room
33774081,100.0,Queens, Springfield Gardens,Roy,2019-06-25,"Fully furnished studio, 10 mins away from JFK.",entire home/apt
33774162,85.0,Manhattan, Hell's Kitchen,Erik,2019-06-27,Shared room y Times Square,shared room
33774285,65.0,Brooklyn, East New York,Ian,2019-05-09,Lovely Sunny 1br in Bushwick,private room
33775190,150.0,Manhattan, Midtown,Sue,2019-05-23,LUXURY Building in the Heart of Manhattan!,entire home/apt
33775845,139.0,Manhattan, Little Italy,Princess,2019-05-19,Little Italy/Lower East Side/ 3BR A+ Location!,entire home/apt
33775898,110.0,Manhattan, Harlem,Seong,2019-06-28,Cozy & Huge 1-Bed Apt in Harlem : Sparkling Clean,entire home/apt
33776235,180.0,Manhattan, East Village,Capucine,2019-07-03,Bright apt in the heart of the lower east side!,entire home/apt
33776470,300.0,Manhattan, Midtown,Benjamin,2019-04-15,West 57th Club by Hilton Club Studio Available,private room
33776553,300.0,Manhattan, East Harlem,Dee,2019-05-15,Spanish Harlem! Next to the 6 train in Manhattan!,entire home/apt
33776576,200.0,Queens, Astoria,Marie-Claire,2019-07-01,Modern Astoria Apartment,entire home/apt
33777889,69.0,Brooklyn, Williamsburg,Victor,2019-07-01,E. WILLIAMSBURG ROOM WITH PRIVATE BALCONY,private room
33778143,45.0,Queens, East Elmhurst,Aramis,2019-07-03,The Blue Room by LGA/Kennedy Airporst & NYC!,private room
33778352,119.0,Manhattan, Midtown,Sommy,2019-06-30,PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),private room
33779447,125.0,Queens, Astoria,Pavel,2019-07-01,Amazing 1BR apartment in heart of Astoria,entire home/apt
33780071,145.0,Manhattan, Upper East Side,Chris,2019-05-31,Designer Madison Ave Studio with Brand New Kitchen,entire home/apt
33780216,225.0,Queens, Astoria,Mark & Christopher,2019-07-07,"M&C Garden, located in the heart of Astoria Ny",entire home/apt
33780377,125.0,Brooklyn, Sea Gate,Greg,2019-06-20,"""Sea Gate"" Sunny, cozy, very clean studio app",entire home/apt
33781074,100.0,Brooklyn, Crown Heights,Olman,2019-07-07,Comfortable apartment in the heart of Brooklyn.,entire home/apt
33781532,800.0,Manhattan, Midtown,Zoie + Chris,2019-06-20,Fabulous 3BR/3BA NoMad Midtown LOFT,entire home/apt
33782555,53.0,Manhattan, Chinatown,Leila,2019-06-26,"Cute and cozy, great downtown Manhattan location!",shared room
33782653,100.0,Brooklyn, East Flatbush,Glen,2019-06-23,Packaged for one plus groups (ENSUITE KING ROYAL),private room
33783445,53.0,Queens, Flushing,Mary,2019-07-07,MI CASA ES T?� CASA,private room
33784647,89.0,Brooklyn, Williamsburg,Ryan,2019-06-30,Style in the heart of Williamsburg w/ private bath,private room
33785223,90.0,Queens, Astoria,Jesus,2019-06-30,"subway  1 min away,  manhattan 10 min.",private room
33785477,66.0,Brooklyn, Bushwick,Jianren,2019-07-05,Sunny Private Room close to Manhattan(Green),private room
33787433,115.0,Bronx, Port Morris,Hamza,2019-06-24,3 Bedroom Spacious Apartment,entire home/apt
33787438,120.0,Manhattan, Kips Bay,Taina,2019-07-07,Cozy Studio in the heart of NYC,entire home/apt
33787778,165.0,Manhattan, Morningside Heights,Vaz,2019-06-16,Uptown 1-bdr apartment. 2 stops to Times Sq!,entire home/apt
33788019,115.0,Bronx, Port Morris,Hamza,2019-07-02,Sun-Filled 3 Bedroom Apartment in Bronx,entire home/apt
33789647,120.0,Queens, Astoria,Leela,2019-06-23,Zen Room in Artist���s Apartment,private room
33791537,137.0,Queens, Arverne,Demacoy,2019-06-02,Beautiful Veteran owned townhome,entire home/apt
33796136,150.0,Queens, Long Island City,Becca,2019-07-06,Sunny Long Island City Studio,entire home/apt
33798718,199.0,Manhattan, Hell's Kitchen,Al,2019-04-23,LUX high-rise apt in timesSQ with Huds river view,entire home/apt
33800016,100.0,Manhattan, Midtown,Sommy,2019-05-22,COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!,private room
33800548,115.0,Queens, Flushing,Carlyn,2019-06-30,"Entire  Apartment in Flushing , Queens.",entire home/apt
33800823,349.0,Manhattan, Upper West Side,Jalen,2019-07-04,Spectacular 2bedroom near Subway-Cafes-Shop & MORE,entire home/apt
33800856,110.0,Manhattan, Hell's Kitchen,David,2019-06-16,Private 2A Room in 4BR/2BA APT in Hell's Kitchen,private room
33801117,75.0,Brooklyn, Bedford-Stuyvesant,Michele,2019-05-30,Brooklyn Couples Retreat w/ spa bathroom,private room
33801421,60.0,Brooklyn, Bedford-Stuyvesant,Pharohl,2019-07-01,The best building in Bed-Stuy,entire home/apt
33801781,170.0,Manhattan, Lower East Side,May,2019-07-01,Lower East Side Classic Vibes,entire home/apt
33802074,56.0,Bronx, Williamsbridge,Meezy,2019-06-20,LARGE ROOM - FIT 2-3 GUESTS - SAFE & RENOVATED,private room
33804180,85.0,Staten Island, Prince's Bay,Janice,2019-06-24,Cozy farmhouse in NYC. 2 bdrms; 2 full baths. WiFi,entire home/apt
33804214,100.0,Manhattan, Kips Bay,Elizabeth,2019-05-31,Studio sized room in Midtown-East Manhattan,private room
33806317,117.0,Manhattan, Lower East Side,Ume,2019-06-24,Welcome homey ! Your new artist friend :),shared room
33808226,120.0,Manhattan, Lower East Side,Vijay,2019-06-29,FURNISHED NEW STUDIO EAST VILLAGE/SOHO/BOWERY,entire home/apt
33808465,100.0,Brooklyn, Midwood,Abie,2019-07-05,"Access to public transportation
Near shopping area",private room
33808634,31.0,Brooklyn, Fort Greene,Helena,2019-06-09,Gotham City oasis 10 min to the city,shared room
33810134,78.0,Manhattan, Upper East Side,David,2019-05-22,Amazing Queen Bedrose UES (Shared),shared room
33810572,85.0,Manhattan, Hell's Kitchen,Erik,2019-06-28,Shared Room and Exp Heart of Manhattan,shared room
33810599,160.0,Manhattan, Financial District,Leanne,2019-07-08,Furnished modern studio luxury elevator building,entire home/apt
33812239,290.0,Manhattan, East Village,Sam,2019-06-26,3 bedroom Apartment a few blocks from Union Square,entire home/apt
33820675,50.0,Queens, Kew Gardens,Lana,2019-06-02,*Private room with new bedroom set and mattress,private room
33822605,35.0,Brooklyn, Bedford-Stuyvesant,Anchor,2019-06-07,Brooklyn share next to train 25 min to Manhattan,shared room
33823598,67.0,Queens, St. Albans,Ode,2019-07-06,LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH,private room
33825679,265.0,Brooklyn, Williamsburg,Jun,2019-07-05,��?Spacious home in 2 unit house next to subway!��?,entire home/apt
33826205,180.0,Brooklyn, Bedford-Stuyvesant,Ashley,2019-06-04,"Gorgeous, light & bright apt in Bed Stuy + yard",entire home/apt
33826775,180.0,Brooklyn, Williamsburg,John,2019-04-22,"Spacious, Light-Filled One-Bedroom in Williamsburg",entire home/apt
33827823,55.0,Manhattan, Harlem,Joe,2019-06-02,The Sweet Spot 2- Private Apt with a court yard,private room
33828501,250.0,Manhattan, Upper East Side,Jackson,2019-06-08,Upper East Two Bed w/ 3 Beds | Sleeps 6 | Near Q,entire home/apt
33828528,60.0,Manhattan, Upper West Side,Eyal,2019-06-27,Stunning Private Bedroom in Prime NYC/by Columbia!,private room
33828807,65.0,Brooklyn, Borough Park,Nikolett,2019-06-29,"Cozy room in Brooklyn Safe Area. 30m to D,N/Town",private room
33829141,60.0,Manhattan, Upper West Side,Eyal,2019-06-01,New Private Bedroom in Prime NYC / Upper West Side,private room
33829538,420.0,Manhattan, Theater District,Stanley,2019-06-30,Luxury 2 Bed 2 Full Bath Walk to Times Square,entire home/apt
33829619,60.0,Queens, Kew Gardens,Lana,2019-06-29,**Private Room in Newly Renovated Apartment,private room
33830012,155.0,Brooklyn, Windsor Terrace,Tom & Reina,2019-05-19,Spacious Private space in Park Slope,entire home/apt
33830460,100.0,Manhattan, East Village,Amber,2019-05-26,Quaint East Village Apartment,private room
33831113,255.0,Manhattan, Financial District,Sonder (NYC),2019-06-20,Sonder | Stock Exchange | Vibrant 2BR + Sofa Bed,entire home/apt
33831116,229.0,Manhattan, Financial District,Sonder (NYC),2019-06-15,Sonder | Stock Exchange | Collected 1BR + Laundry,entire home/apt
33831120,235.0,Manhattan, Financial District,Sonder (NYC),2019-05-19,Sonder | Stock Exchange | Stunning 1BR + Sofa Bed,entire home/apt
33831129,175.0,Brooklyn, Williamsburg,Riya,2019-06-17,Charming and Bright Apt. in Heart of Williamsburg,entire home/apt
33831236,40.0,Brooklyn, East Flatbush,Mohammed,2019-06-03,211 east 34 st Room 1,private room
33832027,60.0,Queens, Forest Hills,Yasmine,2019-06-05,Studio in an Upscale Beautiful Neighborhood,shared room
33832840,50.0,Brooklyn, Bushwick,Paola,2019-07-05,"Beautiful, Cozy & Private Bedroom in Bushwick BKLN",private room
33833257,60.0,Brooklyn, Bedford-Stuyvesant,Andrey,2019-07-02,Huge Room In Lovely Apartment. 30 Min To Manhattan,private room
33833470,390.0,Manhattan, Financial District,Sonder (NYC),2019-06-24,Sonder | Stock Exchange | Smart 2BR + Sofa Bed,entire home/apt
33833596,140.0,Manhattan, Upper West Side,Ceive,2019-06-16,Convenient & Cozy Upper West Side 2 Beds Apartment,entire home/apt
33833636,475.0,Manhattan, Financial District,Sonder (NYC),2019-06-18,Sonder | Stock Exchange | Timeless 3BR + Sofa Bed,entire home/apt
33833725,150.0,Manhattan, SoHo,Beatrix,2019-04-30,Cozy Home Nested Between Soho and The West Village,private room
33833887,228.0,Manhattan, Financial District,Sonder (NYC),2019-05-26,Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,entire home/apt
33834873,70.0,Brooklyn, Williamsburg,Michael H.Y.,2019-07-07,Cutely designed room in Williamsburg apartment,private room
33835358,54.0,Brooklyn, Bushwick,Holden,2019-07-01,Rustic Room East Williamsburg 15 Min to Manhattan,private room
33835470,55.0,Brooklyn, Bedford-Stuyvesant,Andrey,2019-07-07,"""The Grand Budapest"" room in Brooklyn!",private room
33836115,79.0,Manhattan, Upper East Side,Amy,2019-07-01,Private Room in PRIME Manhattan Location,private room
33845173,64.0,Brooklyn, Crown Heights,Ollie,2019-06-29,"Cozy, Friendly Apt Share For Young Professionals",private room
33845393,65.0,Brooklyn, Crown Heights,Ollie,2019-05-04,"Cozy, Friendly Apt Share for Young Professionals",private room
33846501,90.0,Brooklyn, East Flatbush,Glen,2019-06-02,Packaged for one and groups (QUEEN B),private room
33850135,162.0,Manhattan, Chelsea,Sergey,2019-06-23,Private & Quiet Oasis in the Center of NYC,entire home/apt
33850661,105.0,Manhattan, Hell's Kitchen,Ryan,2019-04-18,Amazing private room 5 min time square,private room
33851532,420.0,Manhattan, Hell's Kitchen,Jacob And Michelle,2019-06-29,Rooftop Terrace Penthouse 2 Bed Near Central Park,entire home/apt
33851889,45.0,Manhattan, Inwood,Moises,2019-06-19,Spacious Room in great location,private room
33852169,119.0,Manhattan, East Village,Moji,2019-05-24,Large East Village Private Room & Private bathroom,private room
33852557,90.0,Manhattan, East Harlem,David,2019-07-02,Spanish Harlem magical place full of life .,private room
33852604,120.0,Brooklyn, Prospect-Lefferts Gardens,Chaya,2019-07-01,Sunny-Junior-one bedroom-Prospect/Lefferts garden,entire home/apt
33853158,160.0,Brooklyn, Brighton Beach,Anastasia,2019-04-29,2 bedroom on the Brighton Beach by  the ocean,entire home/apt
33853642,65.0,Bronx, Woodlawn,Quisquella,2019-07-04,Comfy basement suite,entire home/apt
33853876,100.0,Manhattan, Hell's Kitchen,Braulio,2019-04-24,Middle of Manhattan,private room
33853889,35.0,Manhattan, Washington Heights,Aman,2019-06-14,Private Spacious Bedroom in lush green Fort George,private room
33854066,55.0,Brooklyn, Bedford-Stuyvesant,Andrey,2019-07-07,Birdman movie Room in Brooklyn.30 Min to Manhattan,private room
33854406,85.0,Bronx, Parkchester,Paul,2019-06-24,"Beautiful condo in quiet Parkchester, close to NYC",entire home/apt
33855726,88.0,Brooklyn, Bushwick,Eric And Tansey,2019-06-30,Modern 2 Br Apartment in Brooklyn. Close to NYC,private room
33855937,160.0,Manhattan, Upper East Side,Clemente,2019-07-01,"BRIGHT, STUNNING ROOM WITH AMAZING VIEWS.",private room
33855990,70.0,Brooklyn, Bushwick,Ariel,2019-06-04,Master Bedroom in Bushwick Minutes from Subways,private room
33856310,76.0,Brooklyn, Bedford-Stuyvesant,Tj,2019-07-05,Sunny Summer Space in Brooklyn���s Stuyvesant East,entire home/apt
33856727,90.0,Brooklyn, Bushwick,Elena,2019-06-30,Master Bedroom w/Private bath Artsy Apt in Bushwik,private room
33856906,200.0,Manhattan, Nolita,Gardea,2019-07-04,Relax in SoHo with private outdoor space,entire home/apt
33857172,59.0,Manhattan, Harlem,Anastasia,2019-06-30,Cozy Queen Bedroom Private Half Bathroom in Harlem,private room
33866860,99.0,Manhattan, Chelsea,Mishael,2019-06-14,"A+ Chelsea Location! MSG, Javits, Penn!",entire home/apt
33867882,65.0,Manhattan, Hell's Kitchen,Allan,2019-05-27,Charming private bedroom in Hell���s Kitchen,private room
33870097,150.0,Brooklyn, Williamsburg,Jeff,2019-05-26,"Convenient, bright 1Bdr in Williamsburg, Brooklyn",entire home/apt
33870501,185.0,Brooklyn, Greenpoint,Casha,2019-07-05,2 BDR apt in Brownstone Greenpoint Williamsburg,private room
33871041,165.0,Manhattan, Financial District,Stefanie,2019-07-01,"High floor, sunny, clean and cozy FiDi apt:)",entire home/apt
33873570,125.0,Brooklyn, East Flatbush,Anderson,2019-06-27,Lexi's Global  Retreat in Flatbush! (New Host!!),private room
33874579,150.0,Manhattan, Chelsea,Jiangbin,2019-06-12,Middle town luxury studio close to penn station,entire home/apt
33877113,88.0,Queens, Jamaica,Mary,2019-05-31,Luxurious Rooms,private room
33877682,99.0,Brooklyn, Gowanus,Laurin,2019-07-07,Huge private room in convenient south Brooklyn,private room
33877798,151.0,Manhattan, Upper East Side,Freda,2019-07-01,NYC High End Upper East Side Central Park Gem Home,entire home/apt
33877942,105.0,Brooklyn, Crown Heights,Joslin,2019-07-01,Crown Heights Amazing,entire home/apt
33878676,345.0,Manhattan, Civic Center,Iskender Turgay,2019-04-17,TRIBECA-Huge One Bedroom Doorman Apt,entire home/apt
33880071,150.0,Manhattan, East Harlem,Ariel,2019-05-05,Beautiful Studio,entire home/apt
33880238,57.0,Brooklyn, Bedford-Stuyvesant,Dwayne,2019-07-01,Putnam Townhome,private room
33880820,65.0,Brooklyn, Bedford-Stuyvesant,Marie,2019-05-26,"Cute, comfy room in beautiful Brooklyn brownstone",private room
33880913,200.0,Manhattan, Midtown,William,2019-07-07,Perfect Midtown East 1 Bed Just One Flight Stairs,entire home/apt
33881088,47.0,Manhattan, Washington Heights,Gen,2019-06-26,Cozy Sm Room Furnished!,private room
33881136,100.0,Brooklyn, Crown Heights,Chanel,2019-06-19,Cozy Brooklyn Getaway,private room
33881201,129.0,Manhattan, Greenwich Village,Julie Anne,2019-06-29,SoHo + Greenwich Penthouse Escape! Cozy Studio!,entire home/apt
33883497,150.0,Brooklyn, Bedford-Stuyvesant,Dolores & David,2019-07-04,Beautiful 2BR Bed Stuy Apartment,entire home/apt
33884341,66.0,Brooklyn, Bushwick,Hok Thu,2019-07-01,Sunny Private Room close to Manhattan(Blue),private room
33884349,35.0,Bronx, Kingsbridge,Louise,2019-06-27,Comfy Bronx home away from home,private room
33885227,63.0,Brooklyn, Bushwick,Long,2019-06-30,Sunny Private Room close to Manhattan(Yellow),private room
33885308,65.0,Brooklyn, Williamsburg,Alexis,2019-06-07,"Spacious, natural light room in EAST WILLIAMSBURG",private room
33892511,150.0,Brooklyn, Greenpoint,Jacqueline,2019-06-30,Greenpoint Sunrise Studio (Private / Entire Apt),entire home/apt
33896459,360.0,Manhattan, Hell's Kitchen,Jiaming,2019-06-25,Luxurious 2BR Midtown Manhattan Perfect Location Fantastic views,entire home/apt
33897702,28.0,Brooklyn, Bushwick,J,2019-06-17,Privacy in a shared Space!! Males Only Plz,shared room
33897838,170.0,Brooklyn, Cobble Hill,Ashley,2019-06-19,NEW- Sunny and Modern Cobble Hill 1 Bedroom,entire home/apt
33898321,61.0,Manhattan, East Village,Carolina,2019-06-01,Room in heart of NoHo/East Village,private room
33898799,79.0,Brooklyn, Bedford-Stuyvesant,Bela & Gui,2019-07-06,Location! Room in Bklyn 10 minutes to Manhattan B2,private room
33899066,325.0,Manhattan, Lower East Side,Anthony,2019-07-07,Epic 3bdr 2bath next to the best rooftop bars,entire home/apt
33899850,28.0,Brooklyn, Bushwick,J,2019-06-24,Privacy in a Shared Space! Males only plz,shared room
33900104,100.0,Manhattan, East Harlem,Eugenio,2019-05-28,Clean and comfortable Upper East Side location,private room
33900546,199.0,Queens, Long Island City,Zabi,2019-06-22,The Green Place,entire home/apt
33900721,200.0,Manhattan, Upper East Side,Allie,2019-06-14,NEW COZY STUDIO WITH LARGE PRIVATE OUTDOOR SPACE,entire home/apt
33900911,300.0,Manhattan, Upper West Side,Aaron,2019-07-01,Gorgeous Apartment on the Upper West Side,entire home/apt
33901138,81.0,Brooklyn, Bedford-Stuyvesant,Bela & Gui,2019-07-05,Location! Room in Bklyn 10 minutes to Manhattan B3,private room
33902284,81.0,Brooklyn, Bedford-Stuyvesant,Bela & Gui,2019-07-06,Location! Room in Bklyn 10 minutes to Manhattan U1,private room
33902619,81.0,Brooklyn, Bedford-Stuyvesant,Bela & Gui,2019-06-24,Location! Room in Bklyn 10 minutes to Manhattan U2,private room
33902876,81.0,Brooklyn, Bedford-Stuyvesant,Bela & Gui,2019-06-21,Location! Room in Bklyn 10 minutes to Manhattan U3,private room
33903016,100.0,Brooklyn, Cypress Hills,Brigit,2019-06-12,Appartment-2 rooms,entire home/apt
33903300,165.0,Brooklyn, Bedford-Stuyvesant,Chy,2019-07-01,Affordable Luxury 2 Bedroom & 2 Bath In Brooklyn,entire home/apt
33903781,75.0,Brooklyn, Greenpoint,Pamela,2019-06-28,Sunny and spacious home in Greenpoint,private room
33904680,92.0,Manhattan, Hell's Kitchen,Josephine,2019-06-09,HUGE Master Suite in Spacious Duplex,private room
33905074,70.0,Queens, Elmhurst,The,2019-06-17,The Guest House,private room
33906887,65.0,Queens, Woodside,Emma,2019-06-29,New renovation cozy home 12 min train to Manhattan,shared room
33907325,60.0,Bronx, Schuylerville,Sharon & Erika,2019-06-30,TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,private room
33907604,34.0,Queens, Ridgewood,Yuval,2019-05-26,Sunny Private BR in Ridgewood Woodbine,private room
33907635,140.0,Manhattan, Upper East Side,Olga,2019-07-02,Charming Studio in the heart of Upper East Side,entire home/apt
33907731,95.0,Brooklyn, Bedford-Stuyvesant,Monica,2019-07-02,Cozy Modern Townhouse Garden Apt,entire home/apt
33908256,120.0,Brooklyn, Crown Heights,David,2019-06-29,Bright & designed apartment in Brooklyn,entire home/apt
33908307,130.0,Brooklyn, Bedford-Stuyvesant,Jean-Yves,2019-06-22,Stuyvesant Heights quiet private Apartment,entire home/apt
33908446,35.0,Brooklyn, Bedford-Stuyvesant,John & Jennifer,2019-05-13,"Free Cleaning & WiFi, Quick Walk to Metro-Modern!",private room
33909064,189.0,Brooklyn, Bedford-Stuyvesant,Navin,2019-06-30,Clinton Hill/Bed Stuy Artist Retreat,entire home/apt
33909151,44.0,Queens, Woodside,Valentina,2019-07-01,"Mi casa es tu casa, habitaci??n 2",private room
33909411,135.0,Brooklyn, Bedford-Stuyvesant,Jean-Yves,2019-06-18,Stuyvesant Heights quiet private Apt - 2 bedrooms,entire home/apt
33909508,55.0,Manhattan, Washington Heights,Jessica,2019-07-01,Private room in Manhattan,private room
33909511,199.0,Manhattan, Midtown,Victoria,2019-04-29,Executive room for professional.,private room
33909539,400.0,Brooklyn, Crown Heights,Dan,2019-05-05,"Luxury studio w/doorman,gym,sauna,washer/dryer",entire home/apt
33909633,129.0,Queens, Long Island City,Rafu,2019-06-14,"Amazing 3 Bed Apt, Less than 5 mins to Manhattan",entire home/apt
33910078,225.0,Brooklyn, Bedford-Stuyvesant,Maggie,2019-06-19,Bright & Cozy Apartment walking distance to Subway,entire home/apt
33910837,75.0,Manhattan, Washington Heights,Adriana,2019-04-29,Nest,private room
33910920,35.0,Brooklyn, Bedford-Stuyvesant,John & Jennifer,2019-06-16,Free Cleaning & WiFi-Near Train + Bars & Nightlife,private room
33911544,159.0,Manhattan, Upper East Side,Cristina,2019-06-12,Best Location in NYC! 4BR Steps to Central Park!,entire home/apt
33911691,36.0,Brooklyn, Cypress Hills,Rochelle,2019-06-23,Private room close to the JFK airport,private room
33912045,190.0,Brooklyn, Williamsburg,Monica,2019-06-23,chill zone,entire home/apt
33912291,70.0,Brooklyn, Bushwick,Mihail,2019-06-30,Bright and Chill Room in Bushwick for two friends!,private room
33913644,150.0,Brooklyn, Bushwick,Ofier,2019-07-07,"Modern and bright 2Bed 2Bath Bushwick, Brooklyn",entire home/apt
33913682,75.0,Manhattan, Harlem,Karina,2019-07-03,Cozy room with turquoise accent in historic Harlem,private room
